date,time,hmo,hm1/3,hmax,dir,tav,tz,tp,seatemp
01/02/2017,7:45:00,1.48,1.34,2.24,347,4.4,4.3,9.1,17.3
01/02/2017,8:15:00,1.56,1.44,2.29,336,4.6,4.4,5.3,17.35
01/02/2017,8:45:00,1.45,1.29,2.05,345,4.5,4.4,9.1,17.35
01/02/2017,9:15:00,1.44,1.3,2.14,335,4.5,4.4,5.6,17.35
01/02/2017,9:45:00,1.32,1.19,1.93,345,4.5,4.3,9.1,17.35
01/02/2017,10:15:00,1.33,1.18,2.22,346,4.7,4.3,8.3,17.4
01/02/2017,10:45:00,1.41,1.3,2.08,332,4.6,4.3,6.7,17.4
01/02/2017,11:15:00,1.37,1.24,1.96,343,4.4,4.2,5.9,17.4
01/02/2017,11:45:00,1.35,1.2,1.83,335,4.4,4.3,5.6,17.4
01/02/2017,12:15:00,1.31,1.21,1.83,354,4.4,4.1,5.3,17.45
01/02/2017,12:45:00,1.43,1.31,2.38,333,4.5,4.3,5.9,17.45
01/02/2017,13:15:00,1.36,1.21,2.14,332,4.3,4.1,5.9,17.45
01/02/2017,13:45:00,1.31,1.16,2.24,325,4.3,4,5.9,17.5
01/02/2017,14:15:00,1.39,1.22,2.28,330,4.1,4.1,5.3,17.5
01/02/2017,14:45:00,1.39,1.25,2.38,339,4.2,4.1,5.3,17.5
01/02/2017,15:15:00,1.3,1.2,2.15,349,4.2,4,4.8,17.55
01/02/2017,15:45:00,1.28,1.15,2.1,323,4.2,4.1,5.9,17.5
01/02/2017,16:15:00,1.25,1.16,2.02,333,4.4,4.1,5.9,17.55
01/02/2017,16:45:00,1.18,1.05,1.93,338,4.2,4.1,5,17.5
01/02/2017,17:15:00,1.13,1,1.78,335,4.2,4.1,5.6,17.5
01/02/2017,17:45:00,1.14,1.03,1.92,326,4.4,4.3,5.6,17.5
01/02/2017,18:15:00,1.11,1,1.75,336,4.6,4.3,7.1,17.5
